"id","nombre","ruc","sigla","direccion","telefono","email","web","categoria_id","ubigeo","distrito_id","provincia_id","departamento_id"
13,MINISTERIO DE TRABAJO Y PROMOCIÓN DEL EMPLEO,"20131023414",MINTRA,AVENIDA SALAVERRY N° 655,"6306000 / 6306030",informes@trabajo.gob.pe,www.mintra.gob.pe,1,"150113",1306,128,15
14,MINISTERIO DE ECONOMÍA Y FINANZAS,"20131370645",MEF,JIRON JUNIN N° 319,(511) 311 5930,noespecifica@gmail.com,www.mef.gob.pe,1,"150101",1294,128,15
15,MINISTERIO DE SALUD,"20131373237",MINSA,AVENIDA SALAVERRY N° 801,(511) 3156600 ,webmaster@minsa.gob.pe,www.minsa.gob.pe,1,"150113",1306,128,15
16,MINISTERIO DE DEFENSA,"20131367938",MINDEF,"AVENIDA DE LA PERUANIDAD S/N, EDIFICIO QUIÑONES",(511) 2098530,atencionalciudadano@mindef.gob.pe,www.mindef.gob.pe,1,"150113",1306,128,15
17,MINISTERIO DE TRANSPORTES Y COMUNICACIONES,"20131379944",MTC,JIRON ZORRITOS N° 1203,(511) 6157800,webmaster@mtc.gob.pe,www.mtc.gob.pe,1,"150101",1294,128,15
18,MINISTERIO DE LA MUJER Y POBLACIONES VULNERABLES,"20336951527",MIMP,JIRON CAMANA N° 616,(511) 6261600-,postmaster@mimp.gob.pe,www.mimp.gob.pe,1,"150101",1294,128,15
19,GOBIERNO REGIONAL DE UCAYALI,"20393066386",GR-UCAYALI,JR. RAYMONDI N° 220  PUCALLPA,"061586120",goreu@regionucayali.gob.pe,www.regionucayali.gob.pe,2,"250101",1873,193,25
20,GOBIERNO REGIONAL DE AMAZONAS,"20479569861",GR-AMAZONAS,JR. ORTIZ ARRIETA N° 1250,(041) 478131,oaltamirano@regionamazonas.gob.pe,www.regionamazonas.gob.pe,2,"010101",1,1,1
21,GOBIERNO REGIONAL DE ÁNCASH,"20530689019",GR-ANCASH,CAMPAMENTO VICHAY S/N  INDEPENDENCIA HUARAZ,"043421272",jhonoriov@regionancash.gob.pe,www.regionancash.gob.pe,2,"020101",85,8,2
22,GOBIERNO REGIONAL DE APURIMAC,"20527141762",GR-APURIMAC,JR. PUNO N° 107,"083-321609 /083 322688",transparencia@regionapurimac.gob.pe,www.regionapurimac.gob.pe,2,"030101",251,28,3
23,GOBIERNO REGIONAL DE AREQUIPA,"20498390570",GR-AREQUIPA,AV. KENNEDY S/N,(054)382860,sespinel@regionarequipa.gob.pe,www.regionarequipa.gob.pe,2,"040112",347,35,4
24,GOBIERNO REGIONAL DE AYACUCHO,"20452393493",GR-AYACUCHO,JR. CALLAO 122 AYACUCHO,"066312850",woscorima@regionayacucho.gob.pe,www.regionayacucho.gob.pe,2,"050101",445,43,5
25,GOBIERNO REGIONAL DE CAJAMARCA,"20453744168",GR-CAJAMARCA,JR. STA. TERESA JOURNET 351  URB. LA ALAMEDA,"076  599000",comunicaciones@regioncajamarca.gob.pe,www.regioncajamarca.gob.pe,2,"060101",569,54,6
26,GOBIERNO REGIONAL DE CUSCO,"20527147612",GR-CUSCO,AV.TOMASA TITO CONDEMAYTA S/N CUSCO,(084)221131,web@regioncusco.gob.pe,www.regioncusco.gob.pe,2,"080101",703,68,8
27,GOBIERNO REGIONAL DEL CALLAO,"20505703554",GR-CALLAO,AV. ELMER FAUCETT 3970,"5755533",consultasciudadano@regioncallao.gob.pe,www.regioncallao.gob.pe,2,"070101",696,67,7
28,GOBIERNO REGIONAL DE HUANCAVELICA,"20486020882",GR-HUANCAVELICA,JR. TORRE TAGLE N° 336,"067452891  Anexo 1069",mesadepartes@regionhuancavelica.gob.pe,www.regionhuancavelica.gob.pe,2,"090101",819,81,9
29,GOBIERNO REGIONAL DE HUANUCO,"20489250731",GR-HUANUCO,CALLE CALICANTO 145  AMARILIS  HUANUCO,(062) 513488,sistemas@regionhuanuco.gob.pe,www.regionhuanuco.gob.pe,2,"100102",922,88,10
30,GOBIERNO REGIONAL DE ICA,"20452393817",GR-ICA,AV. CUTERVO NO. 920,(056) 238575,regionica@regionica.gob.pe,www.regionica.gob.pe,2,"110101",1005,99,11
31,GOBIERNO REGIONAL DE JUNIN,"20486021692",GR-JUNIN,JR. LORETO 363  C.CIVICO,"064-602000",contacto@regionjunin.gob.pe,www.regionjunin.gob.pe,2,"120101",1048,104,12
32,GOBIERNO REGIONAL DE LA LIBERTAD,"20440374248",GR-LA LIBERTAD,LOS BRILLANTES 650  URB. SANTA INES  TRUJILLO,"044604070",consultas@regionlalibertad.gob.pe,www.regionlalibertad.gob.pe,2,"130101",1172,113,13
33,GOBIERNO REGIONAL DE LAMBAYEQUE,"20479569780",GR-LAMBAYEQUE,AV. JUAN TOMIS STACK N° 975,"074-606060",gobernacion@regionlambayeque.gob.pe,www.regionlambayeque.gob.pe,2,"140301",1282,127,14
34,GOBIERNO REGIONAL DE LIMA,"20530688390",GR-LIMA,AVENIDA TUPAC AMARU 403405,"2325999",jmontesv@regionlima.gob.pe,webmaster@regionlima.gob.pe,2,"150801",1414,135,15
35,GOBIERNO REGIONAL DE LORETO,"20493196902",GR-LORETO,AV. JOSÉ ABELARDO QUIÑONES KM. 1.5,(065) 267010 / 266969,infogorel@regionloreto.gob.pe,www.regionloreto.gob.pe,2,"160101",1465,138,16
36,GOBIERNO REGIONAL DE MADRE DE DIOS,"20527143200",GR-MADRE DE DIOS,JR. GUILLERMO BILLINGHURTS N° 480  EMBARCADERO TUR,"084571199",goremad@regionmadrededios.gob.pe,www.regionmadrededio.gob.pe,2,"170101",1518,146,17
37,GOBIERNO REGIONAL DE MOQUEGUA,"20519752604",GR-MOQUEGUA,CARRETERA MOQUEGUA  TOQUEPALA KM. 0.3,"51053462447",odi@regionmoquegua.gob.pe,www.regionmoquegua.gob.pe,2,"180101",1529,149,18
38,GOBIERNO REGIONAL DE PASCO,"20489252270",GR-PASCO,EDIF. ESTATAL Nº 1 SAN JUAN PAMPA CERRO DE PASCO,(51)(063)597060  Anexo 2105,mesadepartesgorepa@regionpasco.gob.pe,www.regionpasco.gob.pe,2,"190113",1562,152,19
39,GOBIERNO REGIONAL DE PIURA,"20484004421",GR-PIURA,AV.SAN ROMAN S/N  URB CHIPE  PIURA,"073284600",servandogarcia@regionpiura.gob.pe,www.regionpiura.gob.pe,2,"200101",1579,155,20
40,GOBIERNO REGIONAL DE PUNO,"20406325815",GR-PUNO,JR. DEUSTUA N° 356,(051) 354000,enlacelima@regionpuno.gob.pe,www.regionpuno.gob.pe,2,"210101",1644,163,21
41,GOBIERNO REGIONAL DE SAN MARTIN,"20531375808",GR-SAN MARTIN,CALLE AEROPUERTO Nº 150  BARRIO DE LLUYLLUCUCHA  M,(042) 563992 ,pbogarin@regionsanmartin.gob.pe,www.regionsanmartin.gob.pe,2,"220101",1754,176,22
42,GOBIERNO REGIONAL DE TUMBES,"20484003883",GR-TUMBES,AV. LA MARINA N° 200,"072522696",info@regiontumbes.gob.pe,www.regiontumbes.gob.pe,2,"240101",1860,190,24
43,GOBIERNO REGIONAL DE TACNA,"20519752515",GR-TACNA,AV. GREGORIO ALBARRACIN 526,"052-583051",imagen@regiontacna.gob.pe,http://mesadepartes.regiontacna.gob.pe/001,2,"230101",1832,186,23
44,MUNICIPALIDAD PROVINCIAL DE  CHACHAPOYAS,"20168007168",,Jr. Ortiz Arrieta N° 588,,alcaldia@munichachapoyas.gob.pe,https://facilita.gob.pe/t/1198,3,"010101",1,1,1
45,MUNICIPALIDAD PROVINCIAL DE  BAGUA,"20156003060",munbagua,AV. HEROES DEL CENEPA NRO. 1060 (FRENTE PLAZA HEROES DEL CENEPA) AMAZONAS - BAGUA - BAGUA,"941912725",mesadepartes@munibagua.gob.pe,https://facilita.gob.pe/t/881,3,"010201",22,2,1
46,MUNICIPALIDAD PROVINCIAL DE  BONGARÁ,"20168772638",,Jr. Garcilaso de La Vega N° 355,"919040642",gobiernobongara@gmail.com,,3,"010301",28,3,1
47,MUNICIPALIDAD PROVINCIAL DE  CONDORCANQUI,"20178082222",,Jr. Gonzalo Puerta N° 100,,mpccondor@municondorcanqui.gob.pe,,3,"010401",40,4,1
48,MUNICIPALIDAD PROVINCIAL DE  LUYA,"20185609171",,,,,,3,"010501",43,5,1
49,MUNICIPALIDAD PROVINCIAL DE  RODRÍGUEZ DE MENDOZA,"20182762327",,Jr. Matiaza Rimachi N° 510,"041-476020 / 957906821",alcaldia@munirodriguezdemendoza.gob.pe,,3,"010601",66,6,1
50,MUNICIPALIDAD PROVINCIAL DE  UTCUBAMBA, 2014691731,,Jr. Angamos N° 349 Mz. PN2 Lt. 14 Km. 2	,"041	475032 / 958444509 	",,,3,"010701",78,7,1
51,MUNICIPALIDAD PROVINCIAL DE  HUARAZ,"20172268430",MPH, Av. Mariscal Toribio de Luzuriaga N° 734,"043	424126 / 956981202",consultas@munihuaraz.gob.pe,https://www.munihuaraz.gob.pe/index.html,3,"020101",85,8,2
52,MUNICIPALIDAD PROVINCIAL DE  AIJA,"20191017201",,Plaza de Armas S/N,"943978546",mesadepartesmuniaija@gmail.com,,3,"020201",97,9,2
53,MUNICIPALIDAD PROVINCIAL DE  ANTONIO RAYMONDI,"20195408557",,Plaza de Armas N° 120,,muniantonioraimondi@gmail.com,https://www.munitayacaja.gob.pe/,3,"020301",102,10,2
54,MUNICIPALIDAD PROVINCIAL DE  ASUNCIÓN,"20226505211",,,,,,3,"020401",108,11,2
55,MUNICIPALIDAD PROVINCIAL DE  BOLOGNESI,"20166558051",,Jr. 2 de Mayo N° 901 Mz. D3 Lt. 1 Km. 154,"968259387 / 957672854",alcaldia@munibolognesi.gob.pe,,3,"020501",110,12,2
56,MUNICIPALIDAD PROVINCIAL DE  CARHUAZ,"20188903488",,,,,,3,"020601",125,13,2
57,MUNICIPALIDAD PROVINCIAL DE  CARLOS FERMÍN FITZCARRALD,"20408060754",,Jr. Fitzcarrald N° 504 - Plaza de Armas ,"612766 -043- 612765 / 612783 / 612772 / 945184154",,,3,"020701",136,14,2
58,MUNICIPALIDAD PROVINCIAL DE  CASMA, 2017492969,,,,,,3,"020801",139,15,2
59,MUNICIPALIDAD PROVINCIAL DE  CORONGO,"20202582258",,,,,,3,"020901",143,16,2
60,MUNICIPALIDAD PROVINCIAL DE  HUARI,"20193046551",,Jr. Ramón Castilla N° 470,,mesadepartes@munihuari.gob.pe,,3,"021001",150,17,2
61,MUNICIPALIDAD PROVINCIAL DE  HUARMEY,"20142747155",,Plaza Independía S/N Mz. S Lt. 1 Km. 294,"957527964",alcalde@munihuarmey.gob.pe,,3,"021101",166,18,2
62,MUNICIPALIDAD PROVINCIAL DE  HUAYLAS,"20146925767",,,,,,3,"021204",174,19,2
63,MUNICIPALIDAD PROVINCIAL DE  MARISCAL LUZURIAGA,"20212824641",,Calle San Andrés N° 102,"986465322",mun.m.luzuriaga@gmail.com,,3,"021301",181,20,2
64,MUNICIPALIDAD PROVINCIAL DE  OCROS,"20189313544",,,,,,3,"021401",189,21,2
65,MUNICIPALIDAD PROVINCIAL DE  PALLASCA,"20224324601",,,,,,3,"021501",199,22,2
66,MUNICIPALIDAD PROVINCIAL DE  POMABAMBA,"20207429091",,,,,,3,"021601",210,23,2
67,MUNICIPALIDAD PROVINCIAL DE  RECUAY,"20185379079",,,,,,3,"021701",214,24,2
68,MUNICIPALIDAD PROVINCIAL DE  SANTA,"20163065330",,,,,,3,"021801",224,25,2
69,MUNICIPALIDAD PROVINCIAL DE  SIHUAS, 2018875489,,,,,,3,"021901",233,26,2
70,MUNICIPALIDAD PROVINCIAL DE  YUNGAY,"20193334262",,,,,,3,"022001",243,27,2
71,MUNICIPALIDAD PROVINCIAL DE  ABANCAY,"20148182788",,Jr. Lima N° 206,,raulpesa1977@gmail.com,,3,"030101",251,28,3
72,MUNICIPALIDAD PROVINCIAL DE  ANDAHUAYLAS,"20156959783",,Jr. Ricardo Palma N° 441,,mesadepartes@muniandahuaylas.gob.pe,,3,"030201",260,29,3
73,MUNICIPALIDAD PROVINCIAL DE  ANTABAMBA,"20177891127",,,,,,3,"030301",280,30,3
74,MUNICIPALIDAD PROVINCIAL DE  AYMARAES,"20165610297",,Jr. Andahuaylas N° 312 - Plaza de Armas,,salcandia@muniaymaraes.gob.pe,,3,"030401",287,31,3
75,MUNICIPALIDAD PROVINCIAL DE  COTABAMBAS,"20161096068",,Plaza de Armas S/N,"914471001",,,3,"030501",304,32,3
76,MUNICIPALIDAD PROVINCIAL DE  CHINCHEROS,"20164370349",,,,,,3,"030601",310,33,3
77,MUNICIPALIDAD PROVINCIAL DE  GRAU,"20201962031",MPG,AV. GRAU CENTRO CIVICO CHUQUIBAMBILLA S/N,"083-456 7890",info@munigrau.gob.pe,https://www.gob.pe/municipalidad-provincial-de-grau-mp-grau,3,"030701",322,34,3
78,MUNICIPALIDAD PROVINCIAL DE  AREQUIPA,"20154489895",MPA,Calle El Filtro N° 501,,,,3,"040101",336,35,4
79,MUNICIPALIDAD PROVINCIAL DE  CAMANÁ,"20176422191",MDC,Jr. Puente Grau N° 122,"571044 / 571046",alcaldia@municamana.gob.pe,,3,"040201",365,36,4
80,MUNICIPALIDAD PROVINCIAL DE  CARAVELÍ,"20199539478",MDC,Jr. José Félix Andía N° 401 Mz. L1 Lt. 3,"511104",,,3,"040301",373,37,4
81,MUNICIPALIDAD PROVINCIAL DE  CASTILLA,"20208253086",MPC,Plaza Buenos Aires N° 100,"471165",municipiocastilla@hotmail.com,,3,"040401",386,38,4
82,MUNICIPALIDAD PROVINCIAL DE  CAYLLOMA,"20198033414",MDC,Plaza de Armas N° 104,"531077 / 531023 / 531306 / 951143056",mpcaylloma@gmail.com,,3,"040501",400,39,4
83,MUNICIPALIDAD PROVINCIAL DE  CONDESUYOS,"20191802633",,Av. Mariscal Castilla N° 106,"054-474002 / 944910030",municondesuyos2019@gmail.com,,3,"040601",420,40,4
84,MUNICIPALIDAD PROVINCIAL DE  ISLAY,"20166164789",MDI,Jr. Arequipa N° 261 Mz. E4 Lt. 1,"532091 / 533644 / 534389",mpi@munimollendo.gob.pe,,3,"040701",428,41,4
85,MUNICIPALIDAD PROVINCIAL DE  LA UNIÒN,"20188297111",MDU,Plaza Concepción N° 110,"970900124",munilaunioncotahuasi9@gmail.com,,3,"040801",434,42,4
86,MUNICIPALIDAD PROVINCIAL DE  HUAMANGA,"20143137296",,,,,,3,"050101",445,43,5
87,MUNICIPALIDAD PROVINCIAL DE  CANGALLO,"20143166717",,Plaza Principal N° 12,"966962810 / 933870944",municangallo@gmail.com, municipalidaddecangallo@gmail.com,3,"050201",461,44,5
88,MUNICIPALIDAD PROVINCIAL DE  HUANCA SANCOS,"20223028765",,,,,,3,"050301",467,45,5
89,MUNICIPALIDAD PROVINCIAL DE  HUANTA,"20143099262",,,,,,3,"050401",471,46,5
90,MUNICIPALIDAD PROVINCIAL DE  LA MAR,"20189212195",,Cuadra Municipal N° 103,"979526332 / 918559058",alcaldia@munilamar.gob.pe,,3,"050501",484,47,5
91,MUNICIPALIDAD PROVINCIAL DE  LUCANAS,"20143082297",,,,,,3,"050601",499,48,5
92,MUNICIPALIDAD PROVINCIAL DE  PARINACOCHAS,"20182177670",,,,,,3,"050701",520,49,5
93,MUNICIPALIDAD PROVINCIAL DE  PÀUCAR DEL SARA SARA,"20194058854",,,,,,3,"050801",528,50,5
94,MUNICIPALIDAD PROVINCIAL DE  SUCRE,"20187843431",,,,,,3,"050901",538,51,5
95,MUNICIPALIDAD PROVINCIAL DE  VÍCTOR FAJARDO,"20187842388",,,,,,3,"051001",549,52,5
96,MUNICIPALIDAD PROVINCIAL DE  VILCAS HUAMÁN,"20166871035",,,,,,3,"051101",561,53,5
97,MUNICIPALIDAD PROVINCIAL DE  CAJAMARCA,"20143623042",,,,,,3,"060101",569,54,6
98,MUNICIPALIDAD PROVINCIAL DE  CAJABAMBA,"20148288853",,,,,,3,"060201",581,55,6
99,MUNICIPALIDAD PROVINCIAL DE  CELENDÍN,"20148289825",,Jr. José Galvez N° 614,"975366402",contactos@municelendin.gob.pe,,3,"060301",585,56,6
100,MUNICIPALIDAD PROVINCIAL DE  CHOTA,"20220499767",,,,,,3,"060401",597,57,6
101,MUNICIPALIDAD PROVINCIAL DE  CONTUMAZÁ,"20191657447",,,,,,3,"060501",616,58,6
102,MUNICIPALIDAD PROVINCIAL DE  CUTERVO,"20174691267",,,,,,3,"060601",624,59,6
103,MUNICIPALIDAD PROVINCIAL DE  HUALGAYOC,"20148260843",,,,,,3,"060701",639,60,6
104,MUNICIPALIDAD PROVINCIAL DE  JAÉN,"20201987297",,,,,,3,"060801",642,61,6
105,MUNICIPALIDAD PROVINCIAL DE  SAN IGNACIO,"20148261572",,,,,,3,"060901",654,62,6
106,MUNICIPALIDAD PROVINCIAL DE  SAN MARCOS,"20175083937",,,,,,3,"061001",661,63,6
107,MUNICIPALIDAD PROVINCIAL DE  SAN MIGUEL,"20143625843",,,,,,3,"061101",668,64,6
108,MUNICIPALIDAD PROVINCIAL DE  SAN PABLO,"20172446800",,,,,,3,"061201",681,65,6
109,MUNICIPALIDAD PROVINCIAL DE  SANTA CRUZ,"20200367376",,,,,,3,"061301",685,66,6
110,MUNICIPALIDAD PROVINCIAL DE  PROV. CONST. DEL CALLAO,"20131369558",,,,,,3,"070101",696,67,7
111,MUNICIPALIDAD PROVINCIAL DE  CUSCO,"20177217043",,,,,,3,"080101",703,68,8
112,MUNICIPALIDAD PROVINCIAL DE  ACOMAYO,"20167768076",,,,,,3,"080201",711,69,8
113,MUNICIPALIDAD PROVINCIAL DE  ANTA,"20200953691",,,,,,3,"080301",718,70,8
114,MUNICIPALIDAD PROVINCIAL DE  CALCA,"20156074242",,,,,,3,"080401",727,71,8
115,MUNICIPALIDAD PROVINCIAL DE  CANAS,"20170325185",,,,,,3,"080501",735,72,8
116,MUNICIPALIDAD PROVINCIAL DE  CANCHIS,"20147421070",,,,,,3,"080601",743,73,8
117,MUNICIPALIDAD PROVINCIAL DE  CHUMBIVILCAS,"20181709066",,Parque Paliza N° 100,"932545226 / 980638891",suarezmarkinho@gmail.com,,3,"080701",751,74,8
118,MUNICIPALIDAD PROVINCIAL DE  ESPINAR,"20147346434",,,,,,3,"080801",759,75,8
119,MUNICIPALIDAD PROVINCIAL DE  LA CONVENCIÓN,"20187459258",,,,,,3,"080901",767,76,8
120,MUNICIPALIDAD PROVINCIAL DE  PARURO,"20159308708",,,,,,3,"081001",785,77,8
121,MUNICIPALIDAD PROVINCIAL DE  PAUCARTAMBO,"20200557159",,,,,,3,"081101",794,78,8
122,MUNICIPALIDAD PROVINCIAL DE  QUISPICANCHI,"20187172129",,,,,,3,"081201",800,79,8
123,MUNICIPALIDAD PROVINCIAL DE  URUBAMBA,"20147567449",,,,,,3,"081301",812,80,8
124,MUNICIPALIDAD PROVINCIAL DE  HUANCAVELICA,"20171725144",MPHV,Av. Manchego Muñoz N° 299 - Cercado,"957385327",tramitemph@munihuancavelica.gob.pe,https://www.munihuancavelica.gob.pe/es/,3,"090101",819,81,9
125,MUNICIPALIDAD PROVINCIAL DE  ACOBAMBA,"20191121954",,,,,,3,"090201",838,82,9
126,MUNICIPALIDAD PROVINCIAL DE  ANGARAES,"20154441779",,,,,,3,"090301",846,83,9
127,MUNICIPALIDAD PROVINCIAL DE  CASTROVIRREYNA,"20146911979",,,,,,3,"090401",858,84,9
128,MUNICIPALIDAD PROVINCIAL DE  CHURCAMPA,"20165762470",,,,,,3,"090501",871,85,9
129,MUNICIPALIDAD PROVINCIAL DE  HUAYTARÁ,"20162316495",,,,,,3,"090601",882,86,9
130,MUNICIPALIDAD PROVINCIAL DE  TAYACAJA,"20190345344",,Jr. Grau N° 115,"918005589",,,3,"090701",898,87,9
131,MUNICIPALIDAD PROVINCIAL DE  HUÁNUCO,"20146008845",,,,,,3,"100101",921,88,10
132,MUNICIPALIDAD PROVINCIAL DE  AMBO,"20146008926",,,,,,3,"100201",934,89,10
133,MUNICIPALIDAD PROVINCIAL DE  DOS DE MAYO,"20145850798",,Jr. Virgen de Lourdes N° 221,"999989043 / 999588874",,muni2demayo2019al2022@gmail.com,3,"100301",942,90,10
134,MUNICIPALIDAD PROVINCIAL DE  HUACAYBAMBA,"20155012359",,,,,,3,"100401",951,91,10
135,MUNICIPALIDAD PROVINCIAL DE  HUAMALÍES,"20175212095",,,,,,3,"100501",955,92,10
136,MUNICIPALIDAD PROVINCIAL DE  LEONCIO PRADO,"20200042744",,,,,,3,"100601",966,93,10
137,MUNICIPALIDAD PROVINCIAL DE  MARAÑÓN,"20228453146",,,,,,3,"100701",976,94,10
138,MUNICIPALIDAD PROVINCIAL DE  PACHITEA,"20183995121",,,,,,3,"100801",981,95,10
139,MUNICIPALIDAD PROVINCIAL DE  PUERTO INCA,"20189307226",,,,,,3,"100901",985,96,10
140,MUNICIPALIDAD PROVINCIAL DE  LAURICOCHA ,"20182308952",,Jr. Cristóbal Colón S/N,"957454006",muni-lauricocha@hotmail.com,,3,"101001",990,97,10
141,MUNICIPALIDAD PROVINCIAL DE  YAROWILCA ,"20205976079",,,,,,3,"101101",997,98,10
142,MUNICIPALIDAD PROVINCIAL DE  ICA ,"20142167744",,,,,,3,"110101",1005,99,11
143,MUNICIPALIDAD PROVINCIAL DE  CHINCHA ,"20146898697",,,,,,3,"110201",1019,100,11
144,MUNICIPALIDAD PROVINCIAL DE  NASCA ,"20147705850",,,,,,3,"110301",1030,101,11
145,MUNICIPALIDAD PROVINCIAL DE  PALPA ,"20147704373",,,,,,3,"110401",1035,102,11
146,MUNICIPALIDAD PROVINCIAL DE  PISCO ,"20148421103",,,,,,3,"110501",1040,103,11
147,MUNICIPALIDAD PROVINCIAL DE  HUANCAYO ,"20133696823",,,,,,3,"120101",1048,104,12
148,MUNICIPALIDAD PROVINCIAL DE  CONCEPCIÓN ,"20187806667",,,,,,3,"120201",1076,105,12
149,MUNICIPALIDAD PROVINCIAL DE  CHANCHAMAYO ,"20146663461",,,,,,3,"120301",1091,106,12
150,MUNICIPALIDAD PROVINCIAL DE  JAUJA ,"20183093941",,Jr. Ayacucho N° 856,"981561138",muni.prov.jauja@munijauja.gob.pe,,3,"120401",1097,107,12
151,MUNICIPALIDAD PROVINCIAL DE  JUNÍN ,"20177653960",,,,,,3,"120501",1131,108,12
152,MUNICIPALIDAD PROVINCIAL DE  SATIPO ,"20146674403",,,,,,3,"120601",1135,109,12
153,MUNICIPALIDAD PROVINCIAL DE  TARMA ,"20174816221",,,,,,3,"120701",1144,110,12
154,MUNICIPALIDAD PROVINCIAL DE  YAULI ,"20120385004",,,,,,3,"120801",1153,111,12
155,MUNICIPALIDAD PROVINCIAL DE  CHUPACA ,"20174790320",,Jr. Miguel Grau N° 390	,"064	948007581 / 208858	",mesadepartes@munichupaca.gob.pe,,3,"120901",1163,112,12
156,MUNICIPALIDAD PROVINCIAL DE  TRUJILLO ,"20175639391",,,,,,3,"130101",1172,113,13
157,MUNICIPALIDAD PROVINCIAL DE  ASCOPE ,"20187052221",,,,,,3,"130201",1184,114,13
158,MUNICIPALIDAD PROVINCIAL DE  BOLÍVAR ,"20202505695",,,,,,3,"130301",1192,115,13
159,MUNICIPALIDAD PROVINCIAL DE  CHEPÉN ,"20178862074",,,,,,3,"130401",1198,116,13
160,MUNICIPALIDAD PROVINCIAL DE  JULCÁN ,"20202951393",,,,,,3,"130501",1201,117,13
161,MUNICIPALIDAD PROVINCIAL DE  OTUZCO ,"20165341377",,,,,,3,"130601",1205,118,13
162,MUNICIPALIDAD PROVINCIAL DE  PACASMAYO ,"20164091466",,,,,,3,"130701",1215,119,13
163,MUNICIPALIDAD PROVINCIAL DE  PATAZ ,"20226962892",,,,,,3,"130801",1220,120,13
164,MUNICIPALIDAD PROVINCIAL DE  SÁNCHEZ CARRIÓN ,"20141897935",,,,,,3,"130901",1233,121,13
165,MUNICIPALIDAD PROVINCIAL DE  SANTIAGO DE CHUCO , 2018763010,,,,,,3,"131001",1241,122,13
166,MUNICIPALIDAD PROVINCIAL DE  GRAN CHIMÚ ,"20184048427",,,,,,3,"131101",1249,123,13
167,MUNICIPALIDAD PROVINCIAL DE  VIRÚ ,"20166028842",,Calle Independencia N° 510	,,secretariageneral@muniviru.gob.pe,secretariageneral@muniviru.gob.pe,3,"131201",1253,124,13
168,MUNICIPALIDAD PROVINCIAL DE  CHICLAYO ,"20141784901",,,,,,3,"140101",1256,125,14
169,MUNICIPALIDAD PROVINCIAL DE  FERREÑAFE , 2016236845,,,,,,3,"140201",1276,126,14
170,MUNICIPALIDAD PROVINCIAL DE  LAMBAYEQUE ,"20175975234",,,,,,3,"140301",1282,127,14
171,MUNICIPALIDAD PROVINCIAL DE  LIMA ,"20131380951",,,,,,3,"150101",1294,128,15
